rank,zip_code,City,CountyName,investment_score,renter_pct,vacancy_rate,multifamily_share,median_contract_rent,median_household_income,rent_to_income_ratio,rent_burden_rate,price_latest,price_chg_1yr_pct,price_chg_3yr_pct,price_cut_rate,inv_chg_6m_pct,rent_control
91,94920,Tiburon,Marin County,54.41605839416058,0.3036547433903577,0.0851477449455676,0.217484772482981,3493.0,216096.0,0.193969346956908,0.1696542893725992,3336032.252898198,4.678010963773738,5.011272226771157,0.1951219512195122,-19.6078431372549,None / Costa-Hawkins only
92,94063,Redwood City,San Mateo County,54.31569343065693,0.6808277874008569,0.0769441152338408,0.2664860746635063,2532.0,107734.0,0.2820279577477862,0.2645956079271558,1296910.9080303758,-1.03396896208231,5.854373057531848,,-22.72727272727273,None / Costa-Hawkins only
93,94960,San Anselmo,Marin County,54.28832116788321,0.3109367336929867,0.0662089259440902,0.1315547378104875,2371.0,172675.0,0.1647719704647459,0.307570977917981,1700113.635345047,3.3432434031526848,6.291416177536546,0.1388888888888889,-9.999999999999998,None / Costa-Hawkins only
94,95125,San Jose,Santa Clara County,54.23357664233577,0.4097162510748065,0.0522594821820961,0.1974305429453423,2249.0,140092.0,0.1926448333951974,0.2328319925381835,1916050.5597801737,0.26874030610499755,17.31639166785184,0.2076923076923077,46.06741573033708,"Moderate (pre-1979, 2+ units)"
95,94572,Rodeo,Contra Costa County,54.06934306569343,0.4261326329612607,0.0265922521339461,0.1365526063319475,1687.0,92250.0,0.2194471544715447,0.2295839753466872,651296.8610303247,-7.026830567526343,-6.084326297357034,,-65.0,None / Costa-Hawkins only
96,94952,Petaluma,Sonoma County,54.03284671532847,0.4057928613224107,0.0598303101228788,0.1150448585231194,1999.0,110739.0,0.216617451846233,0.2043979812545061,1075323.9502677824,-0.12535908350432834,2.88401344675826,0.1363636363636363,-2.2222222222222254,None / Costa-Hawkins only
97,94709,Berkeley,Alameda County,53.941605839416056,0.7273073989321129,0.1352021357742181,0.6845288090038636,1881.0,84965.0,0.2656623315482846,0.2852648138437336,1330376.3488128304,3.1294250361598275,1.4009006204609653,,87.5,Strong (pre-1980)
98,94112,San Francisco,San Francisco County,53.88686131386861,0.3209988747511469,0.0558296546351597,0.0994015412362682,1975.0,120731.0,0.1963041803679253,0.2305514358905217,1138143.9622546493,2.8795346344955064,0.05288335256039556,0.0389610389610389,8.450704225352123,Strong (pre-1979)
99,94546,Castro Valley,Alameda County,53.7956204379562,0.342831980876895,0.0335283386802541,0.1976262933657943,2201.0,117808.0,0.2241953008284666,0.233394495412844,1039786.3865819966,-2.4255798738161194,5.7716942866496534,0.1594202898550724,-10.389610389610393,None / Costa-Hawkins only
100,94612,Oakland,Alameda County,53.63138686131387,0.897536846355744,0.1445588532202705,0.3767860292820603,1678.0,76953.0,0.2616662118435928,0.1896299628838151,540378.0968002648,-13.201403006237111,-23.68351294182106,,-32.14285714285714,Strong (pre-1983)
101,95112,San Jose,Santa Clara County,53.61313868613139,0.7145419360928872,0.0742908387218577,0.3143974342076359,1898.0,85080.0,0.2677009873060649,0.2898474139639342,1024493.138026447,-3.4212785247896726,4.701341699922801,0.1428571428571428,-5.61797752808989,"Moderate (pre-1979, 2+ units)"
